Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Alaskan,36.00 ,0.60 ,766.80 ,2496052.80 ,1225183.20 ,2647.80 ,216822.90 ,11293281.90 ,12265459.80 ,96186.00 ,1261.80 ,4.20 ,30.90 ,234.30 ,11340.90 ,6.30 ,24.60 ,1626.90 ,16203.00 ,0.30 ,0.60 ,2646.00 ,1813.50 ,2866.50 ,1637.40 ,2.40 ,9.00 ,6.00 ,7.80 ,71.40 ,27.90 ,10.50 ,0.90 ,1.50 ,4.50 ,4.50 ,4.50 
Alaskan,40.20 ,0.30 ,735.90 ,2739463.20 ,1180292.70 ,2125.80 ,79686.90 ,9798810.60 ,13564301.10 ,77487.00 ,655.50 ,27.30 ,359.10 ,303.00 ,14297.70 ,5.40 ,1596.60 ,8928.60 ,17281.20 ,0.00 ,0.30 ,1356.30 ,1598.40 ,3155.70 ,1324.20 ,6.00 ,66.00 ,0.30 ,6.90 ,73.80 ,15.00 ,2.40 ,0.30 ,2.40 ,1.50 ,1.80 ,1.80 
Alaskan,53.40 ,0.00 ,1051.50 ,3281545.50 ,1458012.00 ,1066.50 ,29241.90 ,11639303.10 ,14222977.80 ,247159.20 ,730.80 ,14.70 ,16.50 ,351.00 ,11436.60 ,6.60 ,26.10 ,1476.00 ,17515.80 ,0.60 ,0.60 ,1598.10 ,2003.70 ,3301.80 ,4869.00 ,32.10 ,13.80 ,7.50 ,5.70 ,74.40 ,39.30 ,20.10 ,5.10 ,2.10 ,5.70 ,6.60 ,6.00 
Norway,10.80 ,0.00 ,114.60 ,5327229.90 ,1073045.10 ,200.70 ,59409.60 ,10162546.20 ,12700528.20 ,61444.50 ,555.30 ,17.70 ,63.00 ,228.00 ,5055.00 ,12.30 ,51.00 ,1088.70 ,14940.60 ,0.30 ,0.00 ,2263.20 ,1042.50 ,3236.10 ,1076.40 ,4.20 ,12.00 ,3.00 ,1.80 ,85.20 ,104.70 ,6.60 ,0.00 ,0.30 ,10.20 ,10.50 ,10.20 
Norway,17.70 ,0.60 ,303.00 ,3725800.80 ,824391.00 ,956.40 ,9500.10 ,8722473.90 ,9984335.70 ,113993.70 ,621.60 ,19.80 ,25.50 ,191.10 ,3718.80 ,8.40 ,20.40 ,607.50 ,9783.60 ,0.60 ,0.90 ,1660.80 ,766.80 ,2648.70 ,1383.90 ,73.50 ,15.30 ,0.30 ,3.90 ,69.00 ,95.40 ,53.40 ,9.30 ,0.30 ,2.40 ,2.70 ,2.70 
Norway,6.30 ,0.00 ,29.70 ,4207765.20 ,848077.20 ,156.90 ,45813.60 ,8537949.30 ,10203520.80 ,83629.20 ,479.10 ,14.40 ,19.20 ,242.10 ,3954.30 ,9.00 ,15.90 ,667.20 ,10105.50 ,0.30 ,0.00 ,2009.10 ,792.30 ,2588.10 ,1511.10 ,23.10 ,8.40 ,0.30 ,0.90 ,68.10 ,85.20 ,22.50 ,3.60 ,0.30 ,3.00 ,3.00 ,3.00 
Norway,9.00 ,0.00 ,86.70 ,4284930.60 ,847841.70 ,1609.20 ,36405.30 ,8528624.70 ,10353078.90 ,116406.90 ,604.20 ,17.40 ,42.60 ,203.40 ,3959.40 ,9.60 ,13.20 ,643.20 ,9124.20 ,0.00 ,0.30 ,1974.00 ,796.20 ,2631.00 ,2187.60 ,57.30 ,13.20 ,0.30 ,1.20 ,69.90 ,86.40 ,53.10 ,5.70 ,0.30 ,9.00 ,9.00 ,9.00 
Norway,15.90 ,0.00 ,60.90 ,5229617.10 ,968689.50 ,232.20 ,56033.10 ,9850419.00 ,12909969.60 ,63463.20 ,527.70 ,15.60 ,20.40 ,197.70 ,5429.70 ,17.10 ,16.20 ,1046.40 ,12624.00 ,0.30 ,0.30 ,2040.30 ,882.90 ,3353.10 ,1404.60 ,5.40 ,13.50 ,0.90 ,0.90 ,81.60 ,70.80 ,7.20 ,0.60 ,0.30 ,7.20 ,7.80 ,7.50 
Norway,3.90 ,0.00 ,72.30 ,2750762.40 ,583365.60 ,35.70 ,50654.40 ,5519298.60 ,7237902.00 ,51801.60 ,302.70 ,9.60 ,9.60 ,136.20 ,2921.40 ,6.30 ,13.80 ,468.90 ,7049.70 ,0.30 ,0.30 ,1496.40 ,558.90 ,1892.70 ,1007.10 ,6.30 ,5.40 ,0.30 ,0.60 ,49.80 ,73.20 ,7.20 ,0.60 ,0.00 ,4.20 ,4.20 ,4.20 
Norway,7.20 ,0.00 ,93.00 ,4382888.40 ,789917.10 ,136.50 ,49058.70 ,7458071.70 ,9518466.30 ,57764.40 ,405.00 ,10.50 ,27.00 ,140.10 ,3912.00 ,13.20 ,20.70 ,858.60 ,10591.50 ,0.30 ,0.00 ,1337.10 ,772.80 ,2437.80 ,1246.80 ,9.90 ,9.30 ,0.30 ,0.60 ,61.20 ,148.80 ,11.10 ,1.50 ,0.30 ,4.20 ,4.20 ,4.50 
Norway,4.50 ,0.30 ,150.30 ,4436708.10 ,931642.50 ,2025.60 ,164680.20 ,9216051.90 ,11379896.70 ,83633.70 ,760.20 ,12.90 ,11.40 ,166.80 ,4554.90 ,15.60 ,12.30 ,709.80 ,12007.80 ,0.60 ,1.20 ,1438.80 ,843.30 ,3040.50 ,1074.30 ,2.70 ,12.00 ,0.00 ,0.00 ,73.80 ,31.20 ,3.90 ,0.60 ,0.00 ,1.20 ,1.20 ,1.20 
Norway,3.30 ,0.00 ,209.70 ,3175123.80 ,884567.10 ,1484.40 ,89469.90 ,7786677.60 ,10828620.30 ,45536.40 ,513.60 ,11.40 ,12.90 ,177.60 ,4430.70 ,7.20 ,131.40 ,749.40 ,9138.00 ,0.60 ,0.30 ,1420.50 ,739.80 ,2454.30 ,957.00 ,12.30 ,6.90 ,0.30 ,0.90 ,67.80 ,22.80 ,9.00 ,3.30 ,0.00 ,0.00 ,0.00 ,0.30 
Norway,6.30 ,0.00 ,144.30 ,2932883.40 ,951676.50 ,1238.10 ,204264.90 ,9504755.70 ,13048397.10 ,74011.20 ,877.20 ,21.00 ,14.10 ,190.50 ,6051.90 ,14.10 ,16.80 ,822.60 ,12922.50 ,0.90 ,0.30 ,1676.40 ,795.00 ,3305.10 ,917.10 ,2.10 ,10.20 ,5.70 ,0.00 ,83.10 ,80.70 ,2.70 ,0.60 ,0.30 ,0.60 ,0.30 ,0.30 
Norway,2.70 ,0.00 ,34.50 ,2839698.30 ,851307.90 ,318.90 ,66482.70 ,8072580.30 ,10858995.30 ,50512.80 ,499.20 ,16.50 ,18.30 ,140.10 ,4311.00 ,11.10 ,14.70 ,1109.40 ,11664.00 ,0.30 ,0.30 ,1709.70 ,832.50 ,2620.50 ,1089.60 ,0.60 ,8.10 ,0.00 ,0.60 ,73.20 ,231.60 ,3.00 ,0.90 ,0.30 ,6.60 ,6.30 ,6.30 
Norway,7.80 ,0.30 ,84.30 ,2746383.90 ,786357.60 ,6845.40 ,189598.80 ,8091140.10 ,10582557.60 ,87882.30 ,865.80 ,16.80 ,21.30 ,225.00 ,5901.30 ,9.60 ,13.20 ,638.70 ,8994.60 ,1.50 ,0.30 ,1839.60 ,625.80 ,2806.20 ,1148.70 ,2.10 ,10.50 ,0.00 ,0.30 ,67.50 ,75.30 ,2.70 ,0.00 ,0.00 ,0.90 ,0.30 ,0.60 
Norway,3.90 ,0.00 ,26.10 ,1920511.20 ,646919.70 ,45.30 ,50327.40 ,6404180.70 ,8602211.10 ,40741.20 ,334.80 ,6.90 ,13.50 ,168.60 ,3251.70 ,9.00 ,12.90 ,582.00 ,7555.80 ,0.30 ,0.30 ,1605.00 ,561.00 ,2197.80 ,800.10 ,11.70 ,5.70 ,0.30 ,0.60 ,53.10 ,79.20 ,12.30 ,2.40 ,0.30 ,4.80 ,5.10 ,4.80 
Norway,3.60 ,0.00 ,211.80 ,2154825.30 ,897920.70 ,1352.40 ,31821.60 ,9755997.30 ,11980541.10 ,69467.70 ,672.00 ,18.00 ,15.00 ,173.10 ,4818.30 ,9.60 ,23.10 ,717.30 ,10383.30 ,0.60 ,0.60 ,1565.70 ,731.70 ,2953.50 ,796.80 ,22.50 ,11.40 ,0.60 ,0.60 ,76.20 ,44.40 ,19.20 ,2.70 ,0.30 ,0.90 ,0.90 ,0.90 
Norway,5.40 ,0.00 ,30.00 ,3543483.60 ,928047.90 ,228.60 ,64075.20 ,9093218.10 ,11799114.00 ,47807.70 ,516.00 ,16.50 ,48.30 ,194.10 ,5310.60 ,12.30 ,12.30 ,892.80 ,12454.80 ,0.30 ,0.30 ,2051.10 ,928.20 ,3024.30 ,896.10 ,2.10 ,12.00 ,3.30 ,1.20 ,78.60 ,76.80 ,4.20 ,0.60 ,0.30 ,28.20 ,27.60 ,27.90 
Norway,3.00 ,0.00 ,30.30 ,2921768.10 ,907652.40 ,807.00 ,59929.80 ,8308912.20 ,11373426.90 ,54907.20 ,510.60 ,14.40 ,36.30 ,209.40 ,4098.90 ,9.90 ,34.50 ,697.80 ,13758.60 ,0.60 ,0.30 ,1799.10 ,807.00 ,2780.10 ,942.90 ,3.90 ,8.10 ,1.20 ,0.30 ,74.40 ,84.60 ,6.00 ,0.00 ,0.30 ,7.80 ,8.10 ,8.10 
Norway,5.40 ,0.00 ,83.40 ,1464510.90 ,635711.10 ,2268.90 ,166923.90 ,6390368.10 ,8381327.40 ,60109.80 ,683.70 ,11.40 ,14.10 ,125.70 ,3141.90 ,6.60 ,14.40 ,458.40 ,6883.80 ,0.60 ,0.60 ,1393.50 ,485.10 ,2100.90 ,784.50 ,3.00 ,6.00 ,0.00 ,0.30 ,53.70 ,30.90 ,3.30 ,0.30 ,0.00 ,0.30 ,0.30 ,0.00 
Norway,1.20 ,0.00 ,144.00 ,3000794.10 ,841028.40 ,369.90 ,68509.20 ,7897456.80 ,10695459.60 ,40491.30 ,478.80 ,7.80 ,32.40 ,188.10 ,10997.10 ,11.10 ,24.60 ,799.20 ,9732.00 ,0.30 ,0.30 ,1448.70 ,744.00 ,2711.10 ,825.00 ,0.30 ,6.60 ,0.00 ,0.30 ,75.60 ,49.50 ,1.80 ,1.50 ,0.30 ,4.20 ,4.80 ,4.80 
Norway,5.40 ,0.00 ,50.40 ,4790370.90 ,876912.00 ,66.30 ,66527.70 ,8558371.50 ,10667078.40 ,50701.80 ,449.10 ,13.50 ,11.40 ,173.10 ,3894.60 ,10.50 ,16.50 ,1119.60 ,10864.50 ,0.30 ,0.30 ,1810.50 ,875.40 ,2752.20 ,948.00 ,0.30 ,7.50 ,0.00 ,1.20 ,73.50 ,45.00 ,2.10 ,1.20 ,0.30 ,4.20 ,4.20 ,4.20 
Norway,4.20 ,0.00 ,38.10 ,4481738.10 ,963825.00 ,106.20 ,59082.00 ,10012744.80 ,12848125.20 ,51175.80 ,504.30 ,18.30 ,86.70 ,198.00 ,7752.00 ,15.90 ,5.70 ,1099.80 ,12979.20 ,0.30 ,0.30 ,1861.80 ,962.70 ,3390.00 ,1024.80 ,2.40 ,17.10 ,0.30 ,1.20 ,83.40 ,22.20 ,4.50 ,0.60 ,0.30 ,16.50 ,16.80 ,16.80 
Norway,4.20 ,0.00 ,165.60 ,3537340.50 ,870272.40 ,1104.30 ,141386.70 ,8934774.00 ,11529444.60 ,97308.60 ,779.70 ,13.80 ,29.10 ,192.60 ,5454.30 ,15.00 ,16.50 ,708.00 ,10858.20 ,0.60 ,0.30 ,1406.40 ,744.90 ,3040.20 ,1266.00 ,3.90 ,13.80 ,0.30 ,1.20 ,72.00 ,65.10 ,4.80 ,0.30 ,0.30 ,1.50 ,0.60 ,0.90 
Norway,54.60 ,0.00 ,6.00 ,3147955.20 ,929680.80 ,304.80 ,65377.20 ,9223981.20 ,12459066.60 ,54417.60 ,535.20 ,11.10 ,15.90 ,185.70 ,4032.30 ,13.20 ,12.00 ,787.80 ,11583.60 ,0.30 ,0.30 ,2082.90 ,889.80 ,3225.30 ,1042.50 ,0.90 ,7.50 ,0.00 ,0.30 ,78.30 ,112.80 ,3.00 ,0.90 ,0.30 ,13.50 ,14.10 ,13.80 
Norway,1.80 ,0.00 ,58.20 ,3121883.40 ,702219.30 ,203.10 ,56714.70 ,7077692.70 ,9287674.20 ,37857.30 ,449.10 ,8.40 ,33.00 ,161.70 ,3985.80 ,10.20 ,15.00 ,695.40 ,8350.80 ,0.60 ,0.30 ,1728.90 ,639.90 ,2397.00 ,725.70 ,4.50 ,9.00 ,0.60 ,0.30 ,57.30 ,69.00 ,6.00 ,0.00 ,0.00 ,3.90 ,3.90 ,3.90 
Norway,3.60 ,0.00 ,18.00 ,2098988.70 ,957354.60 ,168.90 ,55124.70 ,9268524.00 ,12578937.00 ,38211.30 ,492.90 ,15.00 ,11.10 ,153.90 ,3347.10 ,9.30 ,12.60 ,698.10 ,9661.20 ,0.30 ,0.00 ,1479.90 ,797.70 ,3032.70 ,739.20 ,9.60 ,7.50 ,0.00 ,0.00 ,81.60 ,62.10 ,11.40 ,0.90 ,0.30 ,3.30 ,3.60 ,3.60 
Norway,4.80 ,0.00 ,3.90 ,4530918.30 ,1033324.20 ,258.90 ,57882.00 ,9375501.30 ,12270836.10 ,49532.10 ,531.90 ,9.30 ,49.80 ,203.40 ,6228.60 ,12.00 ,20.10 ,860.40 ,11629.80 ,0.60 ,0.30 ,1843.20 ,972.30 ,3180.00 ,1047.30 ,5.70 ,12.90 ,0.60 ,0.30 ,85.50 ,76.50 ,7.50 ,0.00 ,0.30 ,4.20 ,3.90 ,4.20 
Norway,87.00 ,0.00 ,87.90 ,2195876.40 ,673157.40 ,115.80 ,47307.00 ,6563500.50 ,8744067.90 ,40656.60 ,399.00 ,12.60 ,44.40 ,122.40 ,3780.30 ,7.80 ,16.80 ,659.10 ,7575.00 ,0.30 ,0.30 ,1372.20 ,561.30 ,2113.20 ,858.60 ,20.10 ,9.90 ,0.30 ,0.30 ,57.30 ,61.50 ,19.80 ,2.40 ,0.30 ,11.40 ,12.00 ,11.70 
Norway,4.80 ,0.00 ,130.20 ,2827810.50 ,765895.50 ,1806.00 ,67026.90 ,7370819.10 ,9722963.70 ,45156.60 ,667.80 ,13.20 ,87.60 ,195.60 ,3820.50 ,8.40 ,11.40 ,648.30 ,9253.80 ,0.30 ,0.30 ,2101.50 ,738.00 ,2550.60 ,783.60 ,0.60 ,13.20 ,0.30 ,0.30 ,63.60 ,41.70 ,3.00 ,1.20 ,0.30 ,3.30 ,3.60 ,3.30 
Norway,4.20 ,0.00 ,92.10 ,2617595.40 ,774471.60 ,156.60 ,64126.20 ,7445734.50 ,9742576.20 ,47626.20 ,450.30 ,15.30 ,28.20 ,206.40 ,3951.00 ,8.40 ,17.10 ,863.10 ,9159.00 ,0.00 ,0.30 ,2188.20 ,649.80 ,2517.90 ,866.10 ,2.40 ,11.40 ,0.00 ,2.10 ,63.90 ,117.30 ,3.60 ,0.90 ,0.30 ,9.00 ,9.60 ,9.30 
Norway,4.50 ,0.00 ,42.00 ,3789172.50 ,1093144.20 ,588.00 ,96060.90 ,9354832.80 ,12094352.70 ,42929.40 ,576.90 ,15.60 ,30.00 ,198.90 ,4384.50 ,10.80 ,6.60 ,799.50 ,11421.60 ,0.30 ,0.00 ,2260.50 ,929.10 ,3313.50 ,885.00 ,2.70 ,13.20 ,0.00 ,0.30 ,83.10 ,58.80 ,6.60 ,0.60 ,0.30 ,0.90 ,0.30 ,0.60 
Norway,2.40 ,0.00 ,69.60 ,2919374.10 ,725649.90 ,3317.40 ,58793.70 ,7026139.50 ,9133738.80 ,49967.70 ,1105.50 ,12.30 ,35.10 ,177.60 ,4027.20 ,8.10 ,14.10 ,660.90 ,9071.40 ,0.30 ,0.30 ,2127.90 ,719.10 ,2395.50 ,884.40 ,0.30 ,11.10 ,0.00 ,0.60 ,59.10 ,206.70 ,1.80 ,0.90 ,0.30 ,5.40 ,5.70 ,5.70 
Norway,3.60 ,0.00 ,39.60 ,3846515.10 ,846162.00 ,524.10 ,65850.90 ,8345867.40 ,10778525.40 ,70208.40 ,571.50 ,14.10 ,111.60 ,229.20 ,5002.50 ,11.40 ,15.30 ,661.20 ,10568.10 ,0.30 ,0.60 ,2375.10 ,818.70 ,2731.20 ,1301.10 ,1.50 ,12.90 ,0.30 ,0.90 ,69.90 ,87.30 ,3.90 ,0.60 ,0.30 ,17.40 ,17.10 ,17.40 
Norway,5.70 ,0.00 ,111.90 ,3887899.50 ,1013648.10 ,323.40 ,97002.60 ,9099375.90 ,12104353.80 ,51819.30 ,519.30 ,13.80 ,21.30 ,193.80 ,5044.80 ,15.30 ,8.70 ,879.00 ,12130.20 ,0.00 ,0.00 ,1873.20 ,883.20 ,3331.50 ,1211.40 ,5.40 ,12.90 ,0.00 ,0.30 ,80.70 ,36.00 ,9.90 ,0.90 ,0.30 ,0.00 ,0.30 ,0.30 
Norway,25.80 ,0.00 ,36.60 ,3225452.40 ,802546.20 ,2435.10 ,59879.70 ,8197323.00 ,10782003.30 ,61256.10 ,669.60 ,19.20 ,36.00 ,192.60 ,4350.90 ,7.20 ,12.00 ,684.90 ,8463.00 ,0.30 ,0.30 ,2039.40 ,619.20 ,2616.30 ,1055.70 ,2.10 ,7.50 ,0.00 ,0.90 ,70.50 ,87.60 ,3.90 ,0.60 ,0.30 ,30.30 ,31.20 ,30.90 
Norway,9.00 ,0.00 ,162.60 ,4848654.90 ,1215597.00 ,942.90 ,55593.60 ,11909062.50 ,14437401.00 ,76180.20 ,668.70 ,12.60 ,27.60 ,225.60 ,6299.40 ,14.70 ,12.90 ,930.00 ,14234.70 ,0.30 ,0.30 ,2004.90 ,1076.40 ,3753.90 ,1594.50 ,34.80 ,13.20 ,0.00 ,0.60 ,107.40 ,202.20 ,41.70 ,6.30 ,0.60 ,1.50 ,2.10 ,1.80 
Norway,6.30 ,0.00 ,23.70 ,4797464.10 ,1048251.00 ,39.90 ,58102.50 ,10468064.10 ,13311508.50 ,61591.20 ,520.20 ,17.40 ,40.50 ,178.80 ,6798.30 ,11.70 ,16.20 ,891.90 ,12126.60 ,0.00 ,0.30 ,2168.40 ,951.00 ,3439.50 ,1074.30 ,8.10 ,12.00 ,0.60 ,0.30 ,90.00 ,130.50 ,9.30 ,0.30 ,0.30 ,6.00 ,6.00 ,6.00 
Norway,3.00 ,0.00 ,56.70 ,3423613.80 ,958607.40 ,3339.00 ,62007.30 ,9200249.10 ,11824959.30 ,54535.20 ,858.30 ,15.30 ,13.20 ,210.60 ,4781.10 ,9.30 ,12.00 ,828.30 ,10887.00 ,0.30 ,0.30 ,2120.40 ,860.40 ,3022.50 ,975.60 ,1.50 ,10.20 ,0.60 ,0.60 ,78.60 ,52.80 ,3.90 ,0.90 ,0.30 ,18.60 ,18.60 ,18.90 
Norway,3.90 ,0.00 ,42.90 ,4434460.50 ,1031458.50 ,600.00 ,59421.00 ,10005399.60 ,11737241.10 ,59503.80 ,592.20 ,7.80 ,27.60 ,191.70 ,8751.90 ,9.30 ,9.30 ,1136.70 ,11149.20 ,0.30 ,0.00 ,1908.60 ,987.90 ,2963.10 ,1030.80 ,2.40 ,6.90 ,0.30 ,1.50 ,84.00 ,19.50 ,4.50 ,0.60 ,0.30 ,70.50 ,70.20 ,70.20 
Norway,17.70 ,0.00 ,79.50 ,3417834.00 ,860966.10 ,1252.20 ,62317.50 ,8231505.30 ,10201282.20 ,54867.30 ,559.50 ,14.70 ,75.00 ,210.00 ,5067.60 ,10.50 ,18.90 ,788.10 ,11465.40 ,0.00 ,0.30 ,2143.20 ,883.20 ,2585.70 ,1059.60 ,0.90 ,9.90 ,0.00 ,0.90 ,69.60 ,332.70 ,3.00 ,0.90 ,0.30 ,8.10 ,7.80 ,8.10 
Norway,2.10 ,0.00 ,74.40 ,3418434.90 ,708765.30 ,282.30 ,57197.40 ,7079848.20 ,8780276.10 ,45006.90 ,456.60 ,6.90 ,19.20 ,162.90 ,3675.00 ,7.50 ,6.30 ,624.90 ,8801.70 ,0.30 ,0.30 ,1867.20 ,687.60 ,2255.40 ,816.90 ,4.80 ,3.90 ,0.90 ,1.20 ,61.80 ,128.40 ,5.70 ,0.30 ,0.30 ,1.50 ,1.50 ,1.50 
Norway,58.20 ,0.00 ,87.30 ,3375952.80 ,927337.50 ,1869.60 ,67346.70 ,8913021.00 ,11833261.20 ,48763.20 ,753.60 ,17.40 ,21.90 ,194.70 ,4727.40 ,10.20 ,12.30 ,954.90 ,10813.80 ,0.00 ,0.30 ,2060.70 ,831.60 ,3035.40 ,877.80 ,0.90 ,13.80 ,0.30 ,0.30 ,78.30 ,44.10 ,3.30 ,1.20 ,0.30 ,15.00 ,16.20 ,15.60 
Norway,7.80 ,0.00 ,54.30 ,4418776.80 ,1060575.00 ,376.50 ,40030.50 ,10176063.00 ,12605407.80 ,78123.60 ,545.10 ,18.90 ,40.50 ,272.10 ,4496.70 ,10.50 ,19.80 ,905.10 ,11413.80 ,0.60 ,0.00 ,2390.40 ,956.10 ,3244.50 ,1333.20 ,32.40 ,14.10 ,3.00 ,0.30 ,84.60 ,179.70 ,30.60 ,4.80 ,0.30 ,7.80 ,7.80 ,7.80 
Norway,1.20 ,0.00 ,74.70 ,1675905.30 ,665409.60 ,1150.20 ,65901.30 ,6513966.90 ,8885164.80 ,26825.10 ,717.60 ,16.80 ,52.20 ,115.80 ,4623.60 ,9.00 ,15.90 ,991.20 ,9103.20 ,0.30 ,0.30 ,907.20 ,506.40 ,2147.70 ,521.70 ,1.50 ,11.40 ,0.00 ,0.60 ,58.80 ,41.10 ,2.10 ,0.90 ,0.30 ,29.10 ,30.00 ,29.70 
Norway,3.90 ,0.00 ,19.50 ,2803015.80 ,1010847.30 ,466.20 ,58875.60 ,9806886.90 ,13600654.80 ,60012.30 ,594.30 ,21.30 ,65.10 ,212.70 ,5774.10 ,11.70 ,20.10 ,1027.80 ,11144.10 ,0.30 ,0.30 ,1805.70 ,856.20 ,3176.10 ,1186.50 ,3.60 ,11.40 ,2.10 ,0.30 ,87.00 ,308.40 ,5.40 ,0.00 ,0.30 ,9.60 ,9.60 ,9.90 
Norway,0.90 ,0.00 ,110.40 ,2345126.70 ,803928.60 ,671.70 ,62572.50 ,7620714.00 ,10187189.70 ,45266.10 ,600.00 ,12.90 ,77.10 ,174.90 ,4090.80 ,7.50 ,12.00 ,554.40 ,9281.70 ,0.30 ,0.30 ,1936.80 ,687.00 ,2551.80 ,764.10 ,0.90 ,10.50 ,0.30 ,0.30 ,66.30 ,181.20 ,2.70 ,1.20 ,0.30 ,9.60 ,9.90 ,9.60 
Norway,4.50 ,0.30 ,37.80 ,4807978.80 ,1022976.90 ,504.30 ,111260.10 ,9200296.80 ,12177273.30 ,85862.70 ,567.60 ,21.30 ,22.80 ,238.50 ,4689.90 ,9.30 ,9.60 ,880.50 ,9849.90 ,0.30 ,0.00 ,2437.80 ,751.20 ,3233.70 ,2065.80 ,0.30 ,11.70 ,1.50 ,0.30 ,82.20 ,82.80 ,3.60 ,0.60 ,0.30 ,1.50 ,1.80 ,1.50 
Norway,4.80 ,0.00 ,22.20 ,3659715.30 ,750918.00 ,426.90 ,43893.30 ,7742752.80 ,9235183.80 ,50828.10 ,455.70 ,12.00 ,75.60 ,162.30 ,4247.10 ,10.50 ,30.60 ,833.70 ,8879.40 ,0.30 ,0.00 ,1817.40 ,706.80 ,2333.40 ,898.50 ,18.60 ,12.30 ,0.30 ,0.30 ,57.00 ,93.00 ,20.70 ,3.30 ,0.30 ,8.40 ,8.10 ,8.10 
Norway,2.70 ,0.00 ,57.30 ,3130229.10 ,704313.60 ,561.60 ,56482.50 ,6698949.60 ,8831249.10 ,41330.10 ,456.30 ,7.80 ,11.40 ,130.50 ,3526.80 ,9.90 ,9.30 ,803.70 ,9384.60 ,0.00 ,0.30 ,1176.90 ,659.10 ,2276.10 ,806.10 ,1.20 ,4.80 ,0.00 ,0.60 ,63.90 ,32.40 ,2.70 ,0.90 ,0.30 ,19.80 ,19.20 ,19.50 
Norway,7.80 ,0.00 ,146.70 ,3493354.80 ,1138457.10 ,395.10 ,79123.20 ,10264110.90 ,13520603.40 ,48963.00 ,606.00 ,20.10 ,20.10 ,206.40 ,4609.20 ,12.00 ,12.00 ,831.30 ,11642.70 ,0.30 ,0.00 ,1886.40 ,900.60 ,3468.90 ,1105.80 ,24.00 ,12.30 ,0.30 ,3.00 ,93.30 ,186.60 ,27.00 ,4.50 ,0.30 ,0.90 ,0.30 ,0.60 
Norway,11.10 ,0.30 ,171.00 ,4430499.60 ,1193812.50 ,173.40 ,41992.20 ,11996772.30 ,14874282.00 ,70836.90 ,577.80 ,19.50 ,29.10 ,209.10 ,5916.00 ,16.20 ,18.00 ,949.80 ,13659.90 ,0.30 ,0.00 ,2205.30 ,1104.00 ,3803.10 ,1244.70 ,42.30 ,18.60 ,0.30 ,0.30 ,91.20 ,69.00 ,41.70 ,5.70 ,0.30 ,3.90 ,4.20 ,3.90 
Norway,8.40 ,0.60 ,183.00 ,5991928.80 ,1260953.10 ,870.90 ,453149.10 ,14117093.10 ,17989996.20 ,133711.20 ,927.60 ,26.10 ,57.30 ,261.90 ,7014.00 ,14.40 ,13.80 ,1021.20 ,15307.80 ,0.00 ,0.00 ,2916.60 ,1204.80 ,4311.90 ,3092.10 ,0.00 ,11.70 ,2.40 ,0.30 ,104.70 ,105.60 ,5.40 ,1.20 ,0.30 ,2.70 ,2.40 ,2.70 
Norway,22.50 ,0.00 ,417.60 ,5561493.00 ,1146492.00 ,878.10 ,138890.40 ,11945061.30 ,14002342.80 ,72465.90 ,773.70 ,19.50 ,75.60 ,304.20 ,6148.50 ,12.30 ,9.90 ,727.50 ,12812.70 ,0.60 ,0.60 ,2637.00 ,1110.90 ,3348.30 ,1406.10 ,33.60 ,28.20 ,1.20 ,0.30 ,95.10 ,84.30 ,85.20 ,9.90 ,0.30 ,3.60 ,3.60 ,3.60 
Norway,5.10 ,0.00 ,122.10 ,3303656.70 ,1055051.40 ,352.80 ,95519.70 ,9441078.90 ,12316753.50 ,44853.60 ,588.30 ,18.30 ,15.00 ,180.00 ,4700.10 ,12.00 ,5.10 ,817.50 ,11431.50 ,0.30 ,0.30 ,1785.60 ,841.50 ,3072.90 ,1099.50 ,6.30 ,9.60 ,0.00 ,0.00 ,84.00 ,37.50 ,10.80 ,1.20 ,0.30 ,0.00 ,0.90 ,0.30 
Norway,13.20 ,0.30 ,305.70 ,6557489.70 ,1307832.60 ,220.20 ,106059.60 ,12313222.80 ,16613672.40 ,75401.40 ,637.80 ,27.60 ,88.80 ,309.90 ,9790.50 ,19.50 ,10.50 ,1255.20 ,18260.40 ,0.30 ,0.30 ,3758.70 ,1296.60 ,4557.00 ,2006.10 ,3.90 ,24.90 ,0.30 ,0.30 ,109.50 ,31.80 ,8.40 ,0.30 ,0.60 ,0.60 ,0.00 ,0.30 
