Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Scotland,17.71 ,0.31 ,472.54 ,1942841.83 ,1006395.40 ,1199.43 ,18915.38 ,6898011.54 ,5483517.41 ,38591.26 ,225.71 ,5.02 ,17.68 ,217.40 ,6644.79 ,12.54 ,28.35 ,1358.91 ,14031.15 ,0.37 ,0.44 ,1472.75 ,1396.70 ,3304.91 ,857.69 ,19.19 ,18.54 ,0.48 ,0.66 ,57.55 ,17.20 ,25.20 ,1.61 ,1.24 ,1.53 ,1.54 ,1.41 
Scotland,17.79 ,0.10 ,378.70 ,1648551.63 ,961175.16 ,1041.34 ,17113.30 ,6968420.03 ,5825964.98 ,28768.37 ,211.94 ,16.56 ,14.07 ,241.21 ,4575.64 ,11.78 ,17.68 ,1001.73 ,21332.79 ,0.34 ,0.00 ,3562.82 ,932.36 ,3292.13 ,495.63 ,18.34 ,10.98 ,0.35 ,1.47 ,89.04 ,13.90 ,28.00 ,1.20 ,0.74 ,2.43 ,2.64 ,2.60 
Scotland,18.80 ,0.14 ,406.32 ,1794033.18 ,1042666.80 ,1503.75 ,18829.30 ,7254724.19 ,6063140.81 ,34149.51 ,225.26 ,20.62 ,11.47 ,277.76 ,5422.86 ,12.72 ,22.06 ,1062.86 ,16082.58 ,0.00 ,0.47 ,2842.81 ,1305.96 ,3554.76 ,624.64 ,14.81 ,16.76 ,0.28 ,2.79 ,88.35 ,21.81 ,20.92 ,1.07 ,0.98 ,3.41 ,4.05 ,3.75 
Scotland,16.41 ,0.14 ,379.37 ,2170723.36 ,1138949.51 ,1285.69 ,18264.40 ,8213875.00 ,7317394.07 ,35833.89 ,182.64 ,13.43 ,88.52 ,261.09 ,5379.32 ,11.27 ,22.83 ,1159.33 ,15418.56 ,0.00 ,0.96 ,4428.21 ,1256.82 ,3921.49 ,649.53 ,17.85 ,17.07 ,0.20 ,8.57 ,105.18 ,18.25 ,25.97 ,1.46 ,0.79 ,1.30 ,1.13 ,1.09 
Scotland,16.36 ,0.12 ,352.57 ,1788335.57 ,1084982.38 ,1124.90 ,16327.19 ,7888242.76 ,6227660.65 ,29367.24 ,195.24 ,21.39 ,26.48 ,247.14 ,5955.41 ,12.96 ,15.90 ,1199.08 ,15430.83 ,0.00 ,0.00 ,3258.84 ,1428.08 ,3761.95 ,566.79 ,11.45 ,15.41 ,0.19 ,0.62 ,92.59 ,17.43 ,17.64 ,0.86 ,1.21 ,1.48 ,1.57 ,1.40 
Scotland,17.56 ,0.04 ,412.42 ,1654088.86 ,1168031.20 ,1262.97 ,18460.51 ,7867200.00 ,6018964.71 ,29874.57 ,218.68 ,14.54 ,18.52 ,267.41 ,5927.78 ,15.02 ,18.49 ,1155.18 ,15129.16 ,0.75 ,0.44 ,3159.48 ,1381.98 ,3698.88 ,586.57 ,12.85 ,16.05 ,0.25 ,0.50 ,97.28 ,71.48 ,16.96 ,1.23 ,1.27 ,2.75 ,2.37 ,2.49 
Scotland,15.20 ,0.05 ,400.93 ,1191806.36 ,683017.12 ,1654.34 ,18816.87 ,4744920.14 ,3863893.88 ,28155.01 ,195.59 ,4.92 ,60.98 ,172.59 ,5963.70 ,11.68 ,55.76 ,1112.76 ,12155.95 ,0.37 ,0.00 ,1402.91 ,909.04 ,2242.75 ,570.85 ,10.52 ,12.41 ,0.95 ,1.51 ,49.13 ,15.23 ,16.31 ,1.44 ,0.62 ,2.04 ,2.13 ,2.08 
Scotland,16.87 ,0.25 ,437.81 ,1579507.05 ,851971.57 ,1061.52 ,18408.99 ,6043504.17 ,4779297.61 ,33389.61 ,164.76 ,4.78 ,21.21 ,226.30 ,5548.57 ,11.27 ,25.84 ,1144.68 ,12563.08 ,1.48 ,0.44 ,1223.99 ,948.43 ,2808.87 ,690.67 ,13.78 ,15.79 ,0.84 ,0.44 ,53.76 ,18.77 ,19.01 ,4.57 ,0.81 ,2.04 ,1.59 ,1.83 
Scotland,19.23 ,0.13 ,448.11 ,1956697.40 ,1147600.63 ,776.13 ,15442.17 ,7960575.75 ,6449427.79 ,33107.25 ,141.61 ,12.11 ,20.63 ,257.21 ,5268.30 ,12.44 ,19.28 ,1196.85 ,14031.29 ,0.69 ,0.00 ,2967.37 ,1379.24 ,3821.47 ,625.62 ,11.29 ,14.19 ,0.53 ,1.09 ,82.35 ,12.99 ,18.14 ,0.96 ,1.12 ,1.96 ,2.33 ,2.09 
Scotland,10.93 ,0.23 ,259.71 ,992747.76 ,695699.32 ,1313.87 ,15480.67 ,4807584.64 ,3938834.35 ,21878.54 ,247.58 ,12.67 ,18.65 ,154.63 ,4301.29 ,8.55 ,18.36 ,806.22 ,10261.94 ,0.00 ,0.00 ,2025.15 ,912.82 ,2280.76 ,366.77 ,13.55 ,10.27 ,0.41 ,0.51 ,61.93 ,15.59 ,16.62 ,1.00 ,0.66 ,3.84 ,3.75 ,3.67 
Scotland,17.46 ,0.27 ,367.35 ,2189533.79 ,1082220.75 ,1026.20 ,15348.32 ,7698948.79 ,6165270.22 ,34593.93 ,135.41 ,29.84 ,10.19 ,240.47 ,5618.87 ,15.01 ,23.42 ,1199.33 ,16133.22 ,0.00 ,0.44 ,3975.81 ,1171.16 ,3602.24 ,712.65 ,11.64 ,18.41 ,0.40 ,1.55 ,80.00 ,16.52 ,25.21 ,0.84 ,1.01 ,1.78 ,1.69 ,1.61 
Scotland,22.03 ,0.32 ,427.61 ,2382535.59 ,1132302.79 ,1649.13 ,15242.10 ,8332925.63 ,6672492.92 ,36565.47 ,193.07 ,18.19 ,46.57 ,275.23 ,7087.12 ,15.90 ,30.01 ,1270.14 ,18428.96 ,0.00 ,0.50 ,3853.25 ,1325.64 ,3783.03 ,745.13 ,11.53 ,14.86 ,0.63 ,1.20 ,90.51 ,12.57 ,17.41 ,1.00 ,0.96 ,2.99 ,3.19 ,3.21 
Scotland,26.40 ,0.30 ,768.90 ,2182876.20 ,991462.20 ,1134.60 ,113652.90 ,8285763.90 ,12274378.50 ,64610.40 ,536.40 ,10.20 ,15.60 ,152.40 ,5858.70 ,11.10 ,19.50 ,828.60 ,9838.50 ,0.30 ,0.00 ,1046.10 ,712.50 ,2925.90 ,1222.50 ,3.30 ,11.40 ,0.00 ,0.30 ,74.70 ,114.00 ,3.30 ,0.30 ,0.30 ,1.80 ,2.10 ,1.80 
Scotland,24.00 ,0.00 ,512.70 ,2264530.50 ,1201569.60 ,531.90 ,106455.90 ,9517733.40 ,13903321.20 ,52067.70 ,574.20 ,8.10 ,55.20 ,162.60 ,6147.90 ,12.90 ,5.70 ,1160.10 ,11720.70 ,0.00 ,0.00 ,1194.30 ,835.20 ,3741.60 ,1011.60 ,3.30 ,17.40 ,0.30 ,0.30 ,100.20 ,36.00 ,6.60 ,0.00 ,0.60 ,1.20 ,1.50 ,1.20 
Scotland,13.50 ,0.30 ,436.50 ,1455187.20 ,879577.20 ,2099.70 ,118157.70 ,7733110.20 ,10863657.00 ,48815.70 ,582.30 ,21.00 ,118.20 ,147.60 ,8503.80 ,7.20 ,19.50 ,670.20 ,8148.30 ,0.30 ,0.00 ,1234.50 ,647.70 ,2567.10 ,752.10 ,2.10 ,11.10 ,0.00 ,0.30 ,66.30 ,74.10 ,2.40 ,0.30 ,0.30 ,4.50 ,4.50 ,4.20 
Scotland,15.00 ,0.00 ,495.60 ,1248211.50 ,696519.30 ,1404.60 ,66543.60 ,6184968.00 ,8657413.80 ,39114.30 ,414.00 ,5.70 ,18.30 ,104.70 ,3876.00 ,6.00 ,802.50 ,753.30 ,6761.10 ,0.60 ,0.60 ,1056.60 ,515.10 ,2042.10 ,730.80 ,26.10 ,9.00 ,2.40 ,0.30 ,53.70 ,88.80 ,16.20 ,4.50 ,0.30 ,0.60 ,0.30 ,0.30 
Scotland,15.90 ,0.30 ,476.40 ,1590270.60 ,906840.00 ,6402.30 ,107063.40 ,7645345.20 ,11292939.00 ,71279.40 ,526.50 ,7.50 ,13.50 ,157.50 ,3881.40 ,7.50 ,8.40 ,584.70 ,8172.90 ,1.20 ,0.30 ,1269.30 ,673.50 ,2654.70 ,1040.10 ,6.30 ,8.40 ,0.30 ,0.30 ,68.70 ,86.40 ,4.80 ,0.60 ,0.30 ,1.20 ,1.20 ,1.20 
Scotland,29.40 ,0.00 ,939.30 ,2623136.10 ,963879.60 ,1125.30 ,97590.30 ,8119101.60 ,11492287.50 ,52966.80 ,554.70 ,9.90 ,65.70 ,185.10 ,5790.90 ,8.70 ,26.10 ,779.40 ,9206.10 ,0.30 ,0.30 ,1176.00 ,667.20 ,2943.30 ,1131.00 ,7.50 ,10.20 ,0.30 ,0.30 ,67.50 ,30.30 ,5.40 ,0.60 ,0.30 ,1.20 ,1.20 ,1.20 
Scotland,26.40 ,0.00 ,925.80 ,2105605.20 ,903480.90 ,1585.80 ,63029.40 ,7708803.90 ,10344932.70 ,61770.00 ,516.90 ,8.40 ,12.00 ,163.50 ,6240.60 ,6.60 ,19.20 ,669.60 ,8946.00 ,0.60 ,0.60 ,1096.20 ,607.50 ,2732.40 ,1357.20 ,58.80 ,13.20 ,0.30 ,1.80 ,65.40 ,48.90 ,37.50 ,8.40 ,0.30 ,0.30 ,0.60 ,0.60 
Scotland,20.70 ,0.30 ,348.60 ,2355360.00 ,1060563.60 ,4193.70 ,102749.70 ,8376884.10 ,11504472.30 ,67536.90 ,2037.90 ,14.40 ,46.80 ,199.20 ,5813.70 ,7.50 ,5.40 ,797.10 ,8945.40 ,0.30 ,0.00 ,1436.10 ,629.10 ,3146.70 ,1189.20 ,1.50 ,9.00 ,0.30 ,0.90 ,90.60 ,176.40 ,0.30 ,1.20 ,0.30 ,0.90 ,1.50 ,1.20 
Scotland,10.80 ,0.00 ,404.40 ,1463302.50 ,851260.80 ,951.90 ,108042.90 ,7370051.70 ,10986882.30 ,43673.40 ,486.90 ,7.20 ,21.30 ,148.20 ,4370.10 ,7.20 ,212.40 ,676.80 ,7589.40 ,0.30 ,0.30 ,958.50 ,561.90 ,2550.60 ,686.40 ,3.00 ,6.30 ,0.00 ,0.00 ,65.70 ,98.70 ,2.70 ,0.30 ,0.00 ,0.90 ,0.90 ,0.90 
Scotland,18.30 ,0.00 ,620.70 ,1430516.10 ,705563.10 ,1618.50 ,59754.90 ,6109750.80 ,8507406.90 ,53522.40 ,450.60 ,9.00 ,49.50 ,123.30 ,4494.90 ,6.30 ,19.20 ,466.20 ,6445.50 ,0.30 ,0.60 ,1098.00 ,497.40 ,2061.00 ,940.20 ,42.00 ,12.60 ,0.00 ,0.30 ,55.50 ,60.60 ,25.20 ,6.00 ,0.30 ,1.20 ,1.20 ,1.20 
Scotland,13.20 ,0.00 ,485.70 ,1940080.80 ,1051721.70 ,992.40 ,119102.40 ,9737243.70 ,12804047.70 ,108435.00 ,795.00 ,11.10 ,54.00 ,180.60 ,5400.30 ,8.10 ,17.40 ,947.70 ,8960.70 ,0.90 ,0.90 ,1254.60 ,694.50 ,3456.60 ,1065.30 ,6.30 ,15.60 ,0.00 ,0.30 ,84.90 ,114.60 ,6.00 ,0.30 ,0.30 ,0.90 ,0.30 ,0.60 
Scotland,15.60 ,0.00 ,409.20 ,1665040.80 ,905665.50 ,691.80 ,96480.90 ,8046027.90 ,11655944.40 ,47495.70 ,505.50 ,5.40 ,9.90 ,163.20 ,4078.50 ,8.10 ,480.00 ,677.40 ,8412.60 ,0.30 ,0.30 ,1292.40 ,666.60 ,2846.70 ,723.60 ,7.80 ,6.90 ,0.30 ,0.30 ,66.00 ,72.00 ,5.70 ,0.60 ,0.30 ,0.60 ,0.60 ,0.60 
Scotland,15.60 ,0.00 ,583.80 ,1619341.80 ,717732.90 ,1419.30 ,120817.80 ,5967354.00 ,8036286.90 ,42806.40 ,466.50 ,5.70 ,23.70 ,152.10 ,6180.00 ,5.40 ,33.30 ,655.50 ,7024.50 ,0.30 ,0.00 ,998.40 ,470.70 ,2090.70 ,869.10 ,2.70 ,5.10 ,0.30 ,0.00 ,48.90 ,80.40 ,2.70 ,0.30 ,0.30 ,1.20 ,1.20 ,1.20 
Scotland,10.20 ,0.00 ,326.70 ,1332068.10 ,828899.70 ,1629.60 ,117952.80 ,7158272.10 ,10455434.10 ,50066.40 ,486.90 ,6.90 ,30.00 ,184.50 ,4838.70 ,7.80 ,643.50 ,2041.80 ,7918.50 ,0.00 ,0.30 ,986.10 ,535.50 ,2461.50 ,697.50 ,3.00 ,8.40 ,0.00 ,0.30 ,62.40 ,117.60 ,3.00 ,0.30 ,0.00 ,1.80 ,1.50 ,1.50 
Scotland,22.80 ,0.00 ,675.60 ,2100024.00 ,810828.60 ,851.10 ,118868.10 ,6903781.80 ,9273435.60 ,91940.40 ,456.90 ,9.60 ,98.40 ,206.70 ,5030.10 ,7.20 ,35.70 ,557.70 ,8040.00 ,0.30 ,0.00 ,1280.70 ,525.00 ,2343.00 ,1939.80 ,2.10 ,7.20 ,0.00 ,0.30 ,55.80 ,82.80 ,2.40 ,0.30 ,0.30 ,1.50 ,1.50 ,1.50 
Scotland,17.40 ,0.30 ,521.70 ,1806712.50 ,731550.60 ,2729.10 ,114285.90 ,6400933.50 ,8740597.50 ,49974.60 ,538.50 ,7.50 ,81.60 ,187.50 ,4691.40 ,5.10 ,16.50 ,500.10 ,6488.70 ,0.30 ,0.00 ,1398.00 ,453.30 ,2274.60 ,983.40 ,2.70 ,7.20 ,0.30 ,0.00 ,53.10 ,37.50 ,2.40 ,0.30 ,0.30 ,0.00 ,0.30 ,0.30 
Scotland,15.60 ,0.30 ,483.00 ,1636406.40 ,751004.10 ,1375.20 ,112906.50 ,6390137.40 ,8402792.70 ,50992.80 ,426.00 ,6.00 ,11.10 ,156.90 ,3869.40 ,5.40 ,16.50 ,546.00 ,7790.40 ,0.30 ,0.00 ,1209.00 ,492.30 ,2192.40 ,1060.20 ,2.10 ,4.80 ,0.00 ,0.00 ,51.60 ,63.60 ,2.40 ,0.60 ,0.30 ,5.70 ,6.30 ,6.00 
Scotland,17.40 ,0.30 ,520.50 ,1750261.50 ,753363.60 ,974.70 ,123241.50 ,6555918.90 ,8877879.90 ,47015.40 ,441.30 ,5.40 ,9.90 ,138.30 ,4087.50 ,5.10 ,12.90 ,544.50 ,6851.70 ,0.30 ,0.00 ,1089.30 ,484.20 ,2318.10 ,927.90 ,1.50 ,4.20 ,0.00 ,0.00 ,53.40 ,55.20 ,1.80 ,0.60 ,0.30 ,3.90 ,4.20 ,3.90 
Scotland,16.80 ,0.00 ,518.70 ,1709217.60 ,776179.50 ,1024.50 ,105667.50 ,6616247.10 ,8961424.50 ,46165.20 ,436.50 ,6.00 ,26.10 ,164.40 ,3871.50 ,5.40 ,514.20 ,579.90 ,7192.50 ,0.30 ,0.00 ,1160.40 ,524.70 ,2339.40 ,909.30 ,6.00 ,5.10 ,0.00 ,0.00 ,54.00 ,43.20 ,4.80 ,0.60 ,0.30 ,0.60 ,0.60 ,0.60 
Scotland,24.60 ,0.00 ,846.60 ,2204938.50 ,1050678.90 ,1592.70 ,72773.70 ,8811178.50 ,12600717.60 ,53036.10 ,512.40 ,8.40 ,6.60 ,165.60 ,5007.60 ,7.80 ,78.90 ,671.10 ,8405.10 ,0.60 ,0.30 ,969.60 ,680.40 ,3093.90 ,1030.50 ,25.80 ,9.30 ,0.30 ,0.30 ,78.90 ,48.00 ,18.30 ,3.00 ,0.30 ,1.20 ,1.20 ,1.50 
Scotland,12.30 ,0.30 ,460.20 ,1673829.60 ,1032807.30 ,1712.40 ,111138.90 ,9411571.20 ,13373732.70 ,60790.80 ,628.20 ,9.60 ,60.90 ,207.30 ,5992.80 ,8.10 ,9.30 ,692.10 ,8856.60 ,0.30 ,0.00 ,1049.40 ,660.90 ,3231.00 ,985.50 ,5.40 ,9.00 ,0.30 ,0.60 ,80.40 ,81.60 ,4.20 ,0.30 ,0.00 ,0.90 ,0.90 ,0.90 
Scotland,26.40 ,0.00 ,901.50 ,2186370.00 ,1081668.00 ,2209.50 ,60695.10 ,9126393.60 ,12864260.70 ,73428.60 ,598.50 ,9.30 ,15.00 ,183.60 ,5864.70 ,8.40 ,19.20 ,667.50 ,9088.80 ,0.30 ,1.20 ,992.10 ,712.80 ,3155.70 ,1543.20 ,83.70 ,15.30 ,0.30 ,0.60 ,81.60 ,29.70 ,49.20 ,10.50 ,0.30 ,0.60 ,0.90 ,0.60 
Scotland,20.10 ,0.00 ,596.70 ,1633222.80 ,820257.90 ,707.10 ,87781.50 ,7221377.10 ,10278720.90 ,62218.80 ,454.20 ,8.40 ,39.90 ,162.90 ,4551.00 ,6.90 ,189.60 ,689.70 ,7563.00 ,0.30 ,0.00 ,1223.10 ,579.30 ,2446.50 ,1092.30 ,8.70 ,11.10 ,0.30 ,0.30 ,63.00 ,57.30 ,6.30 ,0.90 ,0.30 ,0.90 ,1.20 ,1.20 
Scotland,16.50 ,0.30 ,485.10 ,1764718.80 ,1062590.10 ,879.60 ,112939.20 ,9648297.90 ,13711149.90 ,45042.00 ,636.90 ,8.40 ,90.00 ,146.40 ,7755.00 ,10.20 ,18.90 ,748.80 ,9246.30 ,0.30 ,0.30 ,956.10 ,717.90 ,3307.20 ,701.70 ,7.20 ,6.90 ,0.00 ,0.00 ,82.20 ,51.60 ,6.00 ,0.30 ,0.30 ,0.60 ,0.90 ,0.90 
Scotland,20.10 ,0.30 ,591.30 ,2059007.10 ,997402.20 ,2139.90 ,114894.30 ,8376345.90 ,12165305.10 ,70197.30 ,515.70 ,10.20 ,29.70 ,199.80 ,5228.10 ,7.20 ,13.80 ,695.70 ,7492.20 ,0.60 ,0.30 ,1163.40 ,593.40 ,2907.60 ,1279.50 ,3.60 ,12.30 ,0.30 ,0.30 ,72.90 ,171.60 ,3.00 ,0.30 ,0.30 ,0.60 ,0.90 ,0.90 
Scotland,23.40 ,0.00 ,666.30 ,1993536.30 ,1056742.80 ,2246.70 ,105797.40 ,9419164.50 ,13471114.50 ,66012.90 ,656.70 ,9.00 ,12.90 ,222.30 ,5181.30 ,10.50 ,134.40 ,745.50 ,9226.20 ,0.60 ,0.30 ,1239.90 ,673.80 ,3410.70 ,1322.10 ,3.90 ,12.00 ,0.00 ,0.30 ,75.60 ,57.00 ,3.60 ,0.00 ,0.30 ,0.30 ,0.30 ,0.30 
Scotland,21.00 ,0.00 ,427.80 ,2023829.40 ,952180.20 ,4508.40 ,113008.50 ,7575747.60 ,10873971.90 ,64523.40 ,1472.40 ,14.10 ,98.10 ,182.70 ,4626.90 ,8.40 ,12.30 ,777.00 ,8141.70 ,0.30 ,0.00 ,1294.80 ,661.50 ,2789.40 ,1483.50 ,0.30 ,13.50 ,0.30 ,0.30 ,72.60 ,59.10 ,2.10 ,0.90 ,0.00 ,2.10 ,2.70 ,2.40 
Scotland,35.70 ,0.60 ,960.00 ,3129604.50 ,1503933.00 ,1153.20 ,330359.10 ,15234890.70 ,20054174.70 ,114884.10 ,1075.80 ,18.30 ,23.40 ,267.60 ,8606.70 ,12.60 ,22.50 ,1135.80 ,11777.10 ,0.30 ,0.30 ,1324.80 ,1014.00 ,4875.30 ,2148.60 ,1.20 ,8.40 ,1.20 ,0.90 ,120.30 ,44.10 ,7.80 ,0.90 ,0.30 ,3.90 ,3.90 ,4.20 
Scotland,30.00 ,0.00 ,773.70 ,2597619.60 ,1190809.50 ,1210.50 ,50552.40 ,11150411.10 ,14238758.40 ,85585.20 ,686.10 ,17.10 ,149.70 ,225.60 ,10709.40 ,14.70 ,8.10 ,1264.80 ,12199.50 ,0.30 ,0.30 ,1183.20 ,813.90 ,3891.60 ,1711.80 ,57.90 ,21.00 ,0.00 ,0.90 ,101.10 ,39.30 ,63.60 ,8.70 ,0.60 ,1.80 ,2.10 ,1.80 
Scotland,16.50 ,0.30 ,348.60 ,1757490.90 ,993835.50 ,1225.50 ,121124.70 ,7994161.50 ,11419188.00 ,60183.30 ,760.80 ,9.60 ,17.10 ,166.80 ,4925.10 ,9.00 ,5.70 ,893.70 ,8671.50 ,0.00 ,0.30 ,1168.50 ,636.90 ,3070.20 ,1141.80 ,0.60 ,6.90 ,0.30 ,0.30 ,79.50 ,49.80 ,2.40 ,1.20 ,0.30 ,1.50 ,2.10 ,1.80 
Scotland,18.30 ,0.60 ,345.60 ,1872994.20 ,1084254.60 ,8528.40 ,147811.80 ,11250708.00 ,14378613.00 ,65470.20 ,2893.20 ,13.50 ,228.60 ,152.40 ,6128.70 ,11.10 ,20.10 ,900.90 ,9396.30 ,0.00 ,0.30 ,1145.40 ,842.40 ,3495.60 ,1057.50 ,1.20 ,19.20 ,6.30 ,0.30 ,90.60 ,66.30 ,7.80 ,0.30 ,0.30 ,8.40 ,8.10 ,8.10 
Scotland,13.50 ,0.60 ,276.00 ,1286504.10 ,680139.60 ,5493.00 ,212643.90 ,7625029.20 ,8902143.60 ,70322.40 ,2125.80 ,12.30 ,172.80 ,138.90 ,4567.20 ,7.20 ,13.80 ,638.10 ,5765.10 ,0.30 ,0.30 ,1102.20 ,537.60 ,2126.40 ,1106.10 ,0.30 ,14.70 ,2.40 ,0.30 ,54.00 ,70.20 ,5.70 ,0.00 ,0.30 ,2.40 ,2.10 ,2.40 
Scotland,25.20 ,0.00 ,813.00 ,2367557.70 ,1059494.10 ,915.30 ,125346.60 ,8598222.90 ,12665743.80 ,76174.50 ,557.70 ,11.70 ,9.90 ,175.50 ,5047.80 ,8.70 ,13.50 ,706.80 ,9169.50 ,0.30 ,0.00 ,1030.50 ,757.80 ,2931.60 ,1730.70 ,1.80 ,7.80 ,0.30 ,0.00 ,74.40 ,71.10 ,2.40 ,0.60 ,0.00 ,4.20 ,4.20 ,4.20 
Scotland,30.90 ,0.60 ,813.60 ,2814600.00 ,1346887.80 ,6218.10 ,156946.20 ,13858594.50 ,18591666.90 ,87311.40 ,2408.70 ,19.20 ,83.70 ,225.60 ,10272.90 ,15.30 ,14.10 ,1454.40 ,13999.50 ,0.30 ,0.30 ,1029.00 ,968.40 ,4277.70 ,1849.50 ,0.60 ,22.50 ,9.60 ,0.30 ,113.40 ,36.60 ,6.60 ,0.00 ,0.30 ,6.60 ,6.90 ,6.60 
Scotland,21.60 ,0.00 ,438.30 ,2065665.00 ,928291.20 ,2530.50 ,114678.30 ,7500701.40 ,9948836.70 ,56445.00 ,1387.50 ,9.00 ,28.50 ,172.80 ,4702.20 ,8.70 ,5.40 ,765.90 ,8425.20 ,0.30 ,0.00 ,1222.50 ,618.00 ,2714.10 ,1245.60 ,0.30 ,8.70 ,0.30 ,0.00 ,69.00 ,41.10 ,3.00 ,0.60 ,0.30 ,1.50 ,2.10 ,1.80 
Scotland,22.50 ,0.00 ,509.40 ,2400656.70 ,1305294.30 ,547.50 ,122404.50 ,10240958.70 ,15420522.00 ,73039.50 ,614.70 ,12.30 ,27.60 ,228.30 ,8583.90 ,15.60 ,3.90 ,1323.90 ,12419.40 ,0.30 ,0.00 ,1343.40 ,825.00 ,4276.20 ,1459.80 ,0.00 ,12.30 ,0.00 ,0.30 ,112.20 ,32.70 ,3.00 ,0.90 ,0.60 ,0.60 ,0.00 ,0.30 
Scotland,37.80 ,0.60 ,986.40 ,3302606.10 ,1312742.10 ,6270.90 ,235413.30 ,13012351.50 ,16855866.90 ,112788.60 ,2385.60 ,12.90 ,55.50 ,220.20 ,6781.50 ,11.10 ,14.10 ,1128.00 ,11340.30 ,0.30 ,0.60 ,1251.90 ,927.90 ,4095.90 ,2118.60 ,0.00 ,11.70 ,9.00 ,0.30 ,104.10 ,87.60 ,4.80 ,0.30 ,0.30 ,3.30 ,3.30 ,3.60 
Scotland,29.10 ,0.60 ,770.10 ,2825706.30 ,1284063.30 ,1596.90 ,264446.70 ,13262367.00 ,17323644.00 ,118410.90 ,1133.10 ,15.90 ,65.70 ,236.40 ,7621.80 ,13.50 ,134.70 ,1195.20 ,11750.10 ,0.30 ,0.00 ,1338.90 ,938.10 ,4152.00 ,1898.70 ,1.50 ,11.70 ,2.10 ,0.60 ,103.50 ,220.20 ,8.10 ,0.00 ,0.30 ,3.00 ,3.60 ,3.00 
Scotland,18.90 ,0.30 ,433.20 ,2093759.70 ,1048085.10 ,380.10 ,121595.70 ,8238733.20 ,11556383.70 ,65958.60 ,493.80 ,9.60 ,51.60 ,197.70 ,4362.00 ,9.30 ,4.50 ,745.50 ,9375.30 ,0.00 ,0.00 ,1065.90 ,675.60 ,3227.10 ,1376.40 ,0.00 ,9.30 ,0.00 ,0.30 ,80.70 ,33.00 ,3.30 ,0.90 ,0.30 ,4.80 ,4.80 ,4.80 
Scotland,27.30 ,0.60 ,710.10 ,2752585.50 ,1175322.00 ,1258.50 ,526500.30 ,11558532.60 ,15502836.60 ,81164.10 ,997.20 ,16.50 ,72.60 ,190.50 ,7115.40 ,10.80 ,12.30 ,1121.10 ,9720.60 ,0.00 ,0.30 ,1280.70 ,891.30 ,3521.70 ,1817.10 ,0.00 ,12.60 ,2.70 ,0.30 ,90.00 ,61.20 ,4.50 ,1.20 ,0.30 ,2.40 ,2.10 ,2.40 
Scotland,22.20 ,0.00 ,632.70 ,2066682.90 ,1044652.20 ,1162.50 ,64647.00 ,9242703.30 ,13213710.30 ,46922.70 ,562.20 ,11.40 ,9.60 ,163.20 ,7814.40 ,9.60 ,18.90 ,888.30 ,10471.50 ,0.30 ,0.90 ,1107.60 ,668.10 ,3212.40 ,779.40 ,30.60 ,12.60 ,0.60 ,0.30 ,83.40 ,26.70 ,20.40 ,4.50 ,0.30 ,0.90 ,1.20 ,0.90 
Scotland,30.60 ,0.90 ,678.00 ,2956937.70 ,1314902.10 ,704.10 ,557091.00 ,13109823.90 ,18030267.30 ,62655.60 ,870.30 ,15.00 ,41.10 ,204.00 ,7249.80 ,13.50 ,9.30 ,1285.80 ,11796.00 ,0.30 ,0.00 ,1386.90 ,849.60 ,4235.10 ,1200.00 ,0.30 ,11.40 ,8.40 ,0.30 ,110.70 ,34.20 ,4.20 ,1.50 ,0.60 ,3.90 ,4.20 ,3.90 
Scotland,36.30 ,0.30 ,815.10 ,2050629.00 ,1046308.80 ,1083.00 ,251630.70 ,9523042.50 ,13004658.60 ,56775.30 ,815.70 ,8.10 ,23.70 ,139.20 ,5364.00 ,9.90 ,6.90 ,775.80 ,9017.70 ,0.30 ,0.30 ,1053.90 ,776.70 ,3175.80 ,1107.00 ,5.70 ,7.20 ,1.80 ,0.00 ,81.00 ,52.80 ,18.00 ,1.50 ,0.30 ,1.20 ,0.90 ,0.90 
Scotland,30.30 ,0.00 ,898.80 ,3111836.10 ,1375884.00 ,544.80 ,103062.00 ,10486761.30 ,14848662.00 ,105606.00 ,693.00 ,16.20 ,30.30 ,228.30 ,8422.50 ,12.00 ,89.10 ,1565.10 ,12212.70 ,0.30 ,0.00 ,1112.40 ,864.00 ,4078.80 ,3320.70 ,7.50 ,13.50 ,0.00 ,0.30 ,104.10 ,40.20 ,12.30 ,2.10 ,0.30 ,0.60 ,1.20 ,0.60 
